ID,title,image,content,sku,price,salePrice,qtySold,eligibility,nextHigherAssembly),oem,oemPartNumber,tbq
3039,P01116,ACS01116,"Guide, Transfer Tube",386d7acb986e,124.69,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4100986-5,
3040,P01117,ACS01117,Packing,bc587a07b0bf,51.09,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4102338-1,
3041,P01118,ACS01118,"Seal Plate, Variable",42ac3e2a05dd,526.79,,2,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4112262-1,
3042,P01119,ACS01119,"Seal Plate, Fixed",b841c1e03852,554.23,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4112266-1,
3043,P01120,ACS01120,Seal Assy.,00c04aaf0631,65.34,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165340-2,
3044,P01121,ACS01121,Seal Assy.,61e5f74daf97,136.74,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165340-3,
3045,P01122,ACS01122,Seal Assy.,d5d7745705fe,65.34,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165340-5,
3046,P01123,ACS01123,Seal Assy.,b959d69e8147,86.47,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165340-6,
3047,P01124,ACS01124,Seal Assy.,3deca2d2676f,66.36,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-2,
3048,P01125,ACS01125,Seal Assy.,d04bce293d63,369.98,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-3,
3049,P01126,ACS01126,Seal Assy.,d42e226fb2c9,188,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-4,
3050,P01127,ACS01127,Seal Assy.,2008fc888114,447.38,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-5,
3051,P01128,ACS01128,Seal Assy.,4af9bdbc0787,166.89,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-6,
3052,P01129,ACS01129,Seal Assy.,dd045f6dd340,107.57,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-7,
3053,P01130,ACS01130,Seal Assy.,35d3e89a9c82,108.58,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-8,
3054,P01131,ACS01131,Seal Assy.,7d3c6faa226b,165.89,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-9,
3055,P01132,ACS01132,Seal Assy.,d81ff5cf58e6,156.74,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165341-10,
3056,P01133,ACS01133,Seal Assy.,8a42948c2193,231.13,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165342-1,
3057,P01134,ACS01134,Seal Assy.,d972b799d66d,234.41,,4,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165342-2,
3058,P01135,ACS01135,Seal Assy.,90b49ec7451e,143.47,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165367-3,
3059,P01136,ACS01136,Seal Assy.,5c79eee4040b,303.46,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","4101002-11 : POWER TRANSFER UNIT (PTU), 4101002-9 : POWER TRANSFER UNIT (PTU)",Triumph Actuation Systems,4165367-4,
3060,P01141,ACS01141,"Cord Assy, Speed Lacing",7d3d72e3ce5e,240.61,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642","7A1508 : EVACUATION SLIDE/ RAFT ASSY, 7A1539series : EVACUATION SLIDE/ RAFT ASSY",Goodrich,240147-1,
3061,P01142,ACS01142,Seal and Packing,637ee37f0c3c,177.08,,8,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,","8061-512 : HYDROMECHANICAL FUEL CONTROL , 8061-526 : HYDROMECHANICAL FUEL CONTROL , 8061-531 : HYDROMECHANICAL FUEL CONTROL , 8061-532 : HYDROMECHANICAL FUEL CONTROL , 8061-533 : HYDROMECHA",Woodward Governor,1391-0055,
3062,P01143,ACS01143,Flexible Hose Assy,8aace04ed278,734.16,,0,"SA-365N, SA-365N1, AS-365N2, SA-366G1, AS 365 N3","18785-200 : MAIN LANDING GEAR LEG, 18786-200 : MAIN LANDING GEAR LEG, 18895 : MAIN LANDING GEAR LEG, 18896 : MAIN LANDING GEAR LEG",Messier Dowty,GA67633,
3063,P01144,ACS01144,Bush,59f174cb7835,136.12,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3",SC7282 - MAIN &amp; TAIL ROTOR SERVOCONTROL,Goodrich,135514 (251355140),
3064,P01145,ACS01145,"Shaft, Idler",11dc25de705c,220.68,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-131, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213,","396800 : BLEED VALVE FUEL GEAR MOTOR, 706400 : BLEED VALVE FUEL GEAR MOTOR",Eaton Argo-Tech,215419 Class III,
3065,P01152,ACS01152,Bolt,e5ee048731fe,81.55,,0,"777-200, 777-300ER, 777-200LR, 777F",3800550-1 : GAS TURBINE ENGINE ASSEMBLY,Honeywell,3844398-1,
3066,P01157,ACS01157,Pin,92f74fd5a378,10000,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,",3505582 : AIR TURBINE ENGINE STARTER,Honeywell,S8152AE4-0-600,1
3067,P01158,ACS01158,Shim - Spring,4ba150ec3b7c,75.46,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,",3505468-4 : STARTER : AIR TURBINE ENGINE,Honeywell,3503787-2,
3068,P01159,ACS01159,Seal - Carbon,8efdf2e5e7fa,797.73,,4,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,",3505582 : AIR TURBINE ENGINE STARTER,Honeywell,3507012-1,
3069,P01160,ACS01160,Retainer - Seal,eddb90f6c940,940.08,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,",3505582 : AIR TURBINE ENGINE STARTER,Honeywell,3503310-2,
3070,P01162,ACS01162,Jet,7f09d77506fe,191.19,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-260,
3071,P01163,ACS01163,Shim,48df68721980,92.77,,0,"A330-243, A330-343","F7832426300060 : TR C-DUCT STRUCTURE, F7832426800060 : TR C-DUCT STRUCTURE",Aircelle (Safran),91B044-01,
3072,P01164,ACS01164,Shim,1d345c9deab6,371.37,,0,"A330-243, A330-343",F7832456000060 - TR LATCH,Aircelle (Safran),91B488-00,
3073,P01165,ACS01165,Bush,df693bb8ca26,168.21,,0,"A330-243, A330-343","F7832476000060 : MOVEABLE PANELS, F7832476500060 : MOVEABLE PANELS",Aircelle (Safran),91E062-01,
3074,P01166,ACS01166,Shim,e4cdb4e7cd64,291.07,,0,"A330-243, A330-343","F7832476100060 : TR UPPER &amp; LOWER PIVOT DOOR, F7832476600060 : TR UPPER &amp; LOWER PIVOT DOOR",Aircelle (Safran),91E147-00,
3075,P01167,ACS01167,Bush,28108b2df7cc,526.36,,0,"A330-243, A330-343","F7832476100060 : TR UPPER &amp; LOWER PIVOT DOOR, F7832476600060 : TR UPPER &amp; LOWER PIVOT DOOR",Aircelle (Safran),91E075-00,
3076,P01168,ACS01168,"Bolt, D-Head",5f02e455de78,241.88,,0,"A330-243, A330-343","SJ30020 : FAN COWL INLET, SJ30361 : FAN COWL INLET",Bombardier,SJ10148,
3077,P01169,ACS01169,Shim,7b614d972a94,100.96,,0,"A330-243, A330-343","F7832426300060 : TR C-DUCT STRUCTURE, F7832426800060 : TR C-DUCT STRUCTURE",Aircelle (Safran),91B047-00,
3078,P01170,ACS01170,"Pin, Eccentric Shaft",2664024ec180,1935.15,,0,"A330-243, A330-343",F7832476600060 - TR UPPER &amp; LOWER PIVOT DOOR,Aircelle (Safran),91E558-02,
3079,P01171,ACS01171,"Link, Intermediate",35f8a33769ff,671.12,,0,"A330-243, A330-343","SJ30020 : FAN COWL INLET, SJ30361 : FAN COWL INLET",Bombardier,SJ10157,
3080,P01172,ACS01172,"Screw, Cap, Socket Head",33316859f978,28.65,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,","8061-512 : HYDROMECHANICAL FUEL CONTROL , 8061-526 : HYDROMECHANICAL FUEL CONTROL , 8061-531 : HYDROMECHANICAL FUEL CONTROL , 8061-532 : HYDROMECHANICAL FUEL CONTROL , 8061-533 : HYDROMECHA",Woodward Governor,1039-754,
3081,P01174,ACS01174,Piston Ring,1f09568d36c9,314.93,,12,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3290476-3 : SURGE CONTROL VALVE, 3290476-4 : SURGE CONTROL VALVE, 3290476-5 : SURGE CONTROL VALVE",Honeywell,859989-11,
3082,P01175,ACS01175,Repair Kit - Adapter,d21d10f048b7,419.84,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F, DC-10-15,",3602067-1 : ADAPTER- OIL LINE,Honeywell,98-0100-050,
3083,P01176,ACS01176,"Ring, Retaining",d9e1393b3301,5.49,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F, DC-10-15,",3602067-1 : ADAPTER- OIL LINE,Honeywell,46-0168-050,
3084,P01177,ACS01177,Washer,cf19f0e33cb7,64.89,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F, DC-10-15,",3602067-1 : ADAPTER- OIL LINE,Honeywell,18-1656-050,
3085,P01178,ACS01178,Spring,a407b43ce3b1,128.95,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F, DC-10-15,",3602067-1 : ADAPTER- OIL LINE,Honeywell,20-0165-008,
3086,P01179,ACS01179,Seal Ring,b773b71258d1,290.9,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F, DC-10-15,",3602067-1 : ADAPTER- OIL LINE,Honeywell,100-0099-050,
3087,P01180,ACS01180,Sleeve,d73d6022c7d1,21.86,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","801307 Series : OXYGEN CYLINDER ASSY., 897-series : CYLINDER AND VALVE ASSY.",Zodiac,10003313,
3088,P01181,ACS01181,"Retainer, Seal",b3911257ac72,8.93,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","801307 Series : OXYGEN CYLINDER ASSY., 897-series : CYLINDER AND VALVE ASSY.",Zodiac,10003579,
3089,P01182,ACS01182,Guide,2413b47b118c,6.87,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","801307 Series : OXYGEN CYLINDER ASSY., 897-series : CYLINDER AND VALVE ASSY.",Zodiac,10003580,
3090,P01183,ACS01183,"Guide, Spring",ea59275f7436,134.12,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,623929,
3091,P01184,ACS01184,"Seal, Face",e1c0596058ef,169.39,,1,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890550,
3092,P01185,ACS01185,"Seal, Face",3b9cc8617d19,165.78,,0,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890548,
3093,P01186,ACS01186,"Seal, Face",7bd1bb6888a4,146.83,,5,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890547,
3094,P01187,ACS01187,"Seal, Face",b52d89ee947c,157.37,,5,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,894038,
3095,P01188,ACS01188,"Seal, Piston",7909a31af393,108,,0,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,3029515-120,
3096,P01190,ACS01190,Seal,42dd2378f135,85.15,,3,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 757-200, 767-200, 767-300, 767-400ER","519858-1 : ELECTRIC STARTER APU, 519858-3 : ELECTRIC STARTER APU, 519858-4 : ELECTRIC STARTER APU, 519858-5 : ELECTRIC STARTER APU, 519858-6 : ELECTRIC STARTER APU, 519858-7 : ELECTRIC ST",Honeywell,515203-1,
3097,P01191,ACS01191,Seal,95542b32eb88,86.94,,3,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 757-200, 767-200, 767-300, 767-400ER","519858-1 : ELECTRIC STARTER APU, 519858-3 : ELECTRIC STARTER APU, 519858-4 : ELECTRIC STARTER APU, 519858-5 : ELECTRIC STARTER APU, 519858-6 : ELECTRIC STARTER APU, 519858-7 : ELECTRIC ST",Honeywell,515203-2,
3098,P01194,ACS01194,"Packing, Female",433dc085846e,80.14,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800142,
3099,P01195,ACS01195,"Packing, Male",6336d3ff4d4f,79.81,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800143,
3100,P01196,ACS01196,"Gasket, Square",375fb84c41b0,17.11,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800144,
3101,P01197,ACS01197,"Packing, Male",fbfb331daf5e,63.25,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800556,
3102,P01198,ACS01198,"Packing, Male",cc76b5ca8672,71.61,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3",SC7282 - MAIN &amp; TAIL ROTOR SERVOCONTROL,Goodrich,801443 (218014430),
3103,P01202,ACS01202,Bolt,933c99ac10bd,224.64,,0,757-200,LJ76376 - FIXED STRUCTURE ASSY - THRUST REVERSER,Goodrich,S700B1278-1,
3104,P01203,ACS01203,Impeller,0c3d061c2393,808.96,,15,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805419-1,
3105,P01204,ACS01204,"Gasket, Fan",e0ac4fce47ee,138.54,,21,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805635-1,
3106,P01205,ACS01205,"Gasket, Second Stage",aac025f5d986,156.38,,22,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805636-1,
3107,P01206,ACS01206,"Ball Bearing, Sealed",2818ef708570,785.77,,4,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805159-1,
3108,P01207,ACS01207,Ball Bearing,835f207db63e,10000,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2044045-1,1
3109,P01208,ACS01208,Retainer,6d8b85d41947,175.1,,0,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,67410381-1,
3110,P01209,ACS01209,"Nut, Self Locking",cf69b1a68dbc,98.29,,18,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,S078941,
3111,P01210,ACS01210,"Seal Assy, Bearing",7b9295819183,312.04,,0,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805579-1,
